,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
80855,1.2376619577574031e+18,199.962441385604,50.7313157683514,22.28861,21.64195,21.24913,21.2225,21.1112,3838,301,2,37,9.243724946307568e+18,STAR,-0.0002007367,8210,57426,315
75273,1.237664817673274e+18,172.795864574092,35.8300933921256,23.88186,22.29918,20.40119,19.74042,19.21267,4504,301,1,106,9.99129114836968e+18,GALAXY,0.4026729,8874,57426,201
23772,1.237658206126408e+18,200.360733879037,50.0954944730437,24.64677,21.45617,21.01938,20.96238,21.02283,2964,301,6,387,9.24370872851106e+18,QSO,3.356509,8210,57426,256
90602,1.237661958294013e+18,199.11780285756,51.3853329071862,22.75037,22.91341,21.61563,20.52862,19.87533,3838,301,3,33,9.243805210656395e+18,QSO,6.2652,8210,57426,607
57031,1.2376650265154035e+18,184.148104354374,36.0715830423388,22.61033,24.04789,22.0575,20.60023,19.89235,4552,301,6,96,9.98115145213833e+18,GALAXY,0.7419326,8865,57426,177
91305,1.2376619582942095e+18,199.785116338472,51.2890647712576,26.63507,23.42352,21.8323,20.58193,19.87099,3838,301,3,36,9.24382665113314e+18,GALAXY,0.7622296,8210,57426,685
76562,1.237664819287819e+18,184.0198164642,37.8635730420663,24.19823,22.54741,21.45926,20.43238,19.68374,4504,301,4,166,9.981332871556911e+18,GALAXY,0.7241731,8865,57426,837
24378,1.2376583043541235e+18,165.617085173269,59.280659601322,24.63466,23.75071,21.82231,21.73886,22.38972,2987,301,5,87,9.2145639737936e+18,STAR,-0.0001123925,8184,57426,724
90363,1.2376623013571464e+18,201.057545424569,50.891913145697,21.346,21.32238,21.15966,20.82302,20.89338,3918,301,2,73,9.243682340231991e+18,QSO,1.51621,8210,57426,160
57026,1.2376650265154688e+18,184.376808037758,36.2170968103461,23.38679,22.51933,22.04875,21.8338,21.82889,4552,301,6,97,9.98114073189996e+18,QSO,3.190963,8865,57426,138
90872,1.237661958293947e+18,198.902387871752,51.3912164560859,23.45493,21.75119,20.13585,19.46562,19.21007,3838,301,3,32,9.243794490418026e+18,GALAXY,0.3708608,8210,57426,568
90504,1.2376623013567532e+18,199.657833796634,51.1406027312201,21.38226,20.9193,20.50419,20.20292,20.45425,3918,301,2,67,9.243818129918024e+18,GALAXY,0.1228409,8210,57426,654
94370,1.2376623008197512e+18,199.132295100775,50.7315827094141,20.37276,19.20848,18.75928,18.54902,18.52984,3918,301,1,65,9.243757107022682e+18,STAR,-1.286739e-05,8210,57426,432
55825,1.237658303279858e+18,163.964163377355,58.2571518754599,21.05987,20.89068,20.50054,20.52661,20.25676,2987,301,3,79,9.21449113114826e+18,QSO,1.105055,8184,57426,459
57488,1.237661958293947e+18,198.882150105365,51.4031535914496,22.77798,22.30716,20.53866,19.99752,19.64021,3838,301,3,32,9.243793940662213e+18,GALAXY,0.3699947,8210,57426,566
9417,1.237658206126605e+18,201.09271747347,50.0712938315561,23.90094,23.19997,21.68508,20.58021,19.93283,2964,301,6,390,9.2436628239006e+18,GALAXY,0.6395019,8210,57426,89
93054,1.2376583032799887e+18,164.435728502133,58.3079731190758,22.55986,22.29792,21.97465,21.63728,21.32639,2987,301,3,81,9.214479311398264e+18,QSO,0.8388064,8184,57426,416
35664,1.2376650259786632e+18,184.575724159645,35.8051495840009,24.54914,21.60189,20.165,19.57544,19.3399,4552,301,5,98,9.981126163370891e+18,GALAXY,0.2484719,8865,57426,85
41450,1.2376623024309535e+18,201.661679164315,51.6912460360614,19.93142,19.12096,18.74878,18.56272,18.61747,3918,301,4,74,9.24390114304592e+18,STAR,-0.0007742362,8210,57426,956
61014,1.237664337715463e+18,174.910297362193,36.7603430486663,23.27298,24.14624,21.56548,20.53853,19.81382,4392,301,3,179,9.990300488409831e+18,GALAXY,0.6714244,8873,57427,693
69752,1.2376619593701783e+18,207.868985397245,50.7212088843909,24.40435,21.18599,20.57147,20.48156,20.48021,3838,301,5,70,9.242560288632623e+18,QSO,3.361457,8209,57427,174
72456,1.2376582061226068e+18,186.649566621497,51.1871528123386,21.59397,21.13145,21.26197,21.29335,21.30195,2964,301,6,329,9.262944684455778e+18,STAR,-0.0001463065,8227,57427,604
35885,1.2376582061229343e+18,187.957463906432,51.0885787126904,22.03065,21.8391,21.58539,21.49965,21.43859,2964,301,6,334,9.262988939798796e+18,QSO,2.128543,8227,57427,765
82067,1.2376582045121912e+18,187.417249131273,49.9724344011307,24.81317,22.92167,21.72186,20.25002,19.31556,2964,301,3,332,9.262825387444165e+18,STAR,-5.112876e-06,8227,57427,170
35654,1.237658206122738e+18,187.112236844813,51.0686771900831,21.08318,20.24069,19.9562,19.88835,19.85553,2964,301,6,331,9.262957328839496e+18,STAR,-0.0003579197,8227,57427,650
82066,1.2376582045120596e+18,186.876019580413,49.9502630165032,21.69692,21.38811,21.65917,21.4851,21.14737,2964,301,3,330,9.262871841810438e+18,QSO,2.211852,8227,57427,339
83806,1.2376582045121905e+18,187.284654457355,49.9742413307718,21.38764,20.38927,20.59964,20.59938,20.14127,2964,301,3,332,9.26283748207207e+18,QSO,2.329206,8227,57427,214
88202,1.2376619588329147e+18,206.412193548449,50.6620546717024,21.63783,21.66593,21.11084,20.68581,21.35862,3838,301,4,64,9.242627083964013e+18,GALAXY,0.4435335,8209,57427,417
72487,1.2376623035060065e+18,206.538604800498,51.7578063055574,23.55521,22.12214,21.06003,20.95891,20.83636,3918,301,6,94,9.242693604417493e+18,GALAXY,0.4927527,8209,57427,659
88653,1.2376622251424484e+18,188.497199040602,39.9805444801847,22.37697,22.48665,21.97817,22.1443,21.98016,3900,301,4,393,9.94754515413004e+18,GALAXY,0.1174076,8835,57427,798
5427,1.2376591316693158e+18,207.886327048908,52.1565283702364,21.22519,20.91258,20.44555,20.19516,20.13326,3180,301,2,43,9.242733461714e+18,QSO,1.468697,8209,57427,804
37190,1.23765820451206e+18,186.975539437258,49.8539121094502,22.9832,21.06344,19.57939,19.05512,18.68492,2964,301,3,330,9.262858647670905e+18,GALAXY,0.2631721,8227,57427,291
25038,1.2376622251426447e+18,189.076948118496,40.0862363301809,22.06921,21.34152,21.26156,21.38925,21.0959,3900,301,4,396,9.947578689234688e+18,QSO,2.50185,8835,57427,920
20887,1.2376582061227377e+18,187.227042694972,51.0866888755502,21.97975,21.69649,21.33986,21.11047,21.759,2964,301,6,331,9.262966124932522e+18,QSO,1.556086,8227,57427,682
87643,1.2376582045119283e+18,186.378197684236,49.9227730501921,20.12267,20.04627,20.03121,19.84776,19.77316,2964,301,3,328,9.2628941069209e+18,QSO,1.889561,8227,57427,420
94084,1.2376623035060716e+18,206.718937771184,51.6337133204031,21.32721,20.53278,20.06926,19.8443,19.86314,3918,301,6,95,9.242611141045408e+18,GALAXY,0.1941617,8209,57427,359
39428,1.237658206123197e+18,188.982329846713,51.0674308399179,21.8273,21.30227,21.21873,20.84434,21.13044,2964,301,6,338,9.26302274978135e+18,QSO,0.5712618,8227,57427,888
4613,1.2376591316690537e+18,207.144608852869,52.4195755965196,21.49383,21.2052,21.42755,21.16493,21.04288,3180,301,2,39,9.242709272458189e+18,QSO,1.661671,8209,57427,716
36806,1.2376582061229348e+18,187.962423457244,51.1297687942914,24.3079,22.73602,21.3977,20.26969,19.81649,2964,301,6,334,9.2629930629674e+18,STAR,-0.0001030524,8227,57427,780
41396,1.237658205049062e+18,187.425145089531,50.2579791346986,26.51355,24.44902,22.24813,21.08048,19.87836,2964,301,4,332,9.262850401333697e+18,GALAXY,0.8939301,8227,57427,261
26357,1.2376651296139515e+18,174.486429024475,35.5504256849204,22.60076,23.49376,22.10333,20.79931,19.93981,4576,301,6,391,9.990223522595887e+18,GALAXY,0.8250697,8873,57427,413
76413,1.2376623035060065e+18,206.540973835284,51.6367468261197,23.62128,22.41583,21.58989,21.4504,21.45662,3918,301,6,94,9.242693329539586e+18,GALAXY,0.2601486,8209,57427,658
24217,1.2376582061234588e+18,189.718422532557,50.9995922970939,22.58177,21.85285,21.09869,20.60393,20.37821,2964,301,6,342,9.263045564647629e+18,STAR,-0.0004132901,8227,57427,971
18759,1.2376576284561902e+18,187.558746476311,51.7208034700976,22.74392,21.14956,20.89213,20.76216,20.87015,2830,301,2,431,9.262974646147635e+18,STAR,6.670883e-05,8227,57427,713
20954,1.2376582061228692e+18,187.661747112559,51.0687505456157,25.35955,22.4698,21.13653,21.11218,20.9461,2964,301,6,333,9.262979319072051e+18,GALAXY,0.3180744,8227,57427,730
88659,1.2376623024324613e+18,206.755645396873,50.7398896769741,23.32447,21.93334,21.69024,21.59862,21.69288,3918,301,4,97,9.242604543975643e+18,STAR,-0.0002891232,8209,57427,335
79727,1.2376646743236943e+18,187.448991781424,38.3841290888208,25.18686,24.28765,21.92314,20.81575,19.80774,4470,301,6,29,9.947422283705637e+18,GALAXY,0.6230652,8835,57427,351
3769,1.237659131669381e+18,208.278894189185,52.1326091748399,21.89009,21.29839,20.82046,20.3581,20.02704,3180,301,2,44,9.242747480487254e+18,QSO,1.731642,8209,57427,855
4564,1.2376591316695124e+18,208.742094281244,52.1355403238728,21.36783,21.29187,20.90474,20.84324,20.94485,3180,301,2,46,9.242768371208182e+18,QSO,1.387662,8209,57427,931
17215,1.2376582061232622e+18,189.193835265054,51.1083698789441,21.38845,19.37186,18.51937,18.19575,18.025,2964,301,6,339,9.263033744897628e+18,STAR,-0.0002646767,8227,57427,928
99550,1.2376576279198433e+18,189.556376079148,51.3150175765206,24.24102,22.33448,21.11695,20.96843,19.39845,2830,301,1,439,9.263044190258092e+18,STAR,-0.000107835,8227,57427,966
74185,1.2376576279197128e+18,188.956301985842,51.1886998612747,22.90864,23.26231,21.45545,20.33669,19.59088,2830,301,1,437,9.263021375391816e+18,GALAXY,0.6951208,8227,57427,883
33628,1.237658206123066e+18,188.487215812607,51.1594594065986,21.58241,21.27901,21.24621,20.91867,20.92781,2964,301,6,336,9.263013403932514e+18,GALAXY,0.9115545,8227,57427,854
61147,1.2376576279193193e+18,187.598591199721,51.3636616651582,21.53934,20.92558,19.6342,19.1411,18.69364,2830,301,1,431,9.262976570292986e+18,QSO,0.3430762,8227,57427,720
84494,1.2376582045121907e+18,187.28349024067,49.9053315325142,21.3315,21.24245,21.06077,21.13484,21.20442,2964,301,3,332,9.262836382560442e+18,QSO,1.314981,8227,57427,210
18027,1.2376582061233933e+18,189.515006664649,51.0139851081006,21.30378,20.83106,20.57669,20.57932,20.52972,2964,301,6,341,9.263045289769722e+18,QSO,1.05123,8227,57427,970
96810,1.237664674323759e+18,187.515784258687,38.4852199631212,21.04121,20.90649,20.73674,20.54554,20.46836,4470,301,6,30,9.94742393297308e+18,QSO,1.684849,8835,57427,357
96247,1.237664674323759e+18,187.552621793063,38.4424561844668,21.58567,21.95832,21.61701,21.41023,21.36744,4470,301,6,30,9.947423658095174e+18,QSO,2.083524,8835,57427,356
60659,1.237662224068183e+18,187.050575297051,39.1687983904124,25.63545,24.07492,23.14831,20.37007,18.93016,3900,301,2,385,9.94745719319982e+18,STAR,-0.0001734919,8835,57427,478
79586,1.23766466844636e+18,187.21850116503,39.8746260446564,23.87065,23.17364,22.16677,20.76941,19.94472,4469,301,3,460,9.947481107577725e+18,GALAXY,0.7224234,8835,57427,565
6264,1.237659131669381e+18,208.212756761977,52.2343217694811,20.73017,21.16666,20.64651,20.73408,20.55709,3180,301,2,44,9.242744731708185e+18,QSO,1.354414,8209,57427,845
19379,1.2376582061223444e+18,185.720171409281,51.1707401451061,17.77518,16.7915,16.49994,16.39262,16.36744,2964,301,6,325,9.262918296176712e+18,STAR,-0.0006080826,8227,57427,508
64434,1.2376582050486031e+18,185.785840692435,50.2400929401358,24.66228,21.87897,20.45858,19.93951,19.69102,2964,301,4,325,9.26291307349648e+18,GALAXY,0.2627863,8227,57427,489
35796,1.2376582061223447e+18,185.847511600462,51.1588444574193,21.63849,21.60535,21.29874,21.31839,20.95131,2964,301,6,325,9.262920770077874e+18,GALAXY,0.0,8227,57427,517
19779,1.2376582061223447e+18,185.868588922101,51.0747180633738,21.95274,22.04356,21.66848,21.75892,21.56034,2964,301,6,325,9.26291747154299e+18,QSO,1.244997,8227,57427,505
96511,1.2376646743235628e+18,187.097921891597,38.4480175711365,21.09768,21.42765,21.13864,20.98594,20.74084,4470,301,6,27,9.947443999060283e+18,QSO,1.367689,8835,57427,430
34768,1.237658206123328e+18,189.44020612834,51.0904486928648,24.49343,23.13184,21.66604,20.22956,19.59139,2964,301,6,340,9.263035943920886e+18,STAR,-0.0003113685,8227,57427,936
34299,1.2376582061226724e+18,186.895138808975,51.0625040580505,21.23299,21.04448,20.85683,20.91547,20.78144,2964,301,6,330,9.262956504205777e+18,QSO,2.2903,8227,57427,647
46635,1.2376582061234588e+18,189.716582602573,50.9627021124883,22.42267,21.75601,21.15331,21.13066,20.8907,2964,301,6,342,9.263046664159257e+18,STAR,-0.0007329474,8227,57427,975
18521,1.2376582061233275e+18,189.25296722622,51.0587409664824,20.9653,21.29581,20.98796,20.90875,20.6335,2964,301,6,340,9.26303456953135e+18,QSO,1.331918,8227,57427,931
89567,1.2376582039751232e+18,186.76363887121,49.4680738531344,21.97319,19.75013,18.777,18.35419,17.98711,2964,301,2,329,9.26287898863602e+18,GALAXY,0.1206695,8227,57427,365
70001,1.23766195937031e+18,208.513871362333,50.6910208653196,21.39962,21.16619,20.83006,20.67053,20.2625,3838,301,5,72,9.242526753527978e+18,QSO,0.9509653,8209,57427,52
78842,1.2376646684467535e+18,188.447826297322,39.9089211847777,24.01135,23.33725,21.54359,20.54122,19.84046,4469,301,3,466,9.94754707827539e+18,GALAXY,0.4475923,8835,57427,805
68794,1.23766195937031e+18,208.492028734148,50.6067061637665,21.18247,20.27927,19.89547,19.74561,19.74209,3838,301,5,72,9.24252565401635e+18,STAR,0.0001829718,8209,57427,48
75747,1.237657627918992e+18,186.480585143417,51.3607301646886,24.39587,23.45713,22.03604,20.86841,19.91162,2830,301,1,426,9.262942210554618e+18,GALAXY,0.9579304,8227,57427,595
56847,1.2376582045118636e+18,186.135821840112,49.7981230299972,25.88635,23.99525,21.92091,20.74397,19.90681,2964,301,3,327,9.262903727647646e+18,GALAXY,0.7326565,8227,57427,455
56040,1.2376646737869537e+18,187.841836577525,38.0897762588287,23.95698,23.43828,21.73131,20.63733,19.90612,4470,301,5,31,9.947409639321915e+18,GALAXY,0.5751182,8835,57427,305
9181,1.2376591316697093e+18,209.287068393604,51.9378514132692,23.76336,23.67681,21.59942,20.77202,20.56197,3180,301,2,49,9.24278733778376e+18,GALAXY,0.4460111,8209,57427,1000
44052,1.2376582061226724e+18,187.005604252076,51.2151724668811,22.11209,21.64796,21.31143,20.8218,20.67084,2964,301,6,330,9.262957603717405e+18,QSO,0.4870696,8227,57427,651
35192,1.2376582061228037e+18,187.329569127239,51.0541063627282,21.62693,20.4365,19.99403,19.88975,19.75128,2964,301,6,332,9.262970248101124e+18,STAR,-0.0007569055,8227,57427,697
5076,1.2376591316692503e+18,207.685209170829,52.3581801032531,25.1983,22.40554,21.42031,21.27624,21.31495,3180,301,2,42,9.242731812446558e+18,GALAXY,0.2920698,8209,57427,798
21640,1.2376582061233933e+18,189.627417297593,51.0031155526097,21.8322,20.72551,20.00462,19.74197,19.61323,2964,301,6,341,9.263045014891813e+18,STAR,-0.0004658178,8227,57427,969
99668,1.2376613865295055e+18,207.51180293927,54.9577203921388,23.53892,23.48958,22.02786,20.03247,18.9876,3705,301,2,79,9.235859040156017e+18,STAR,-0.00014069,8203,57428,371
5864,1.2376613537765133e+18,166.107514049694,56.5373719735355,18.35489,17.43409,17.05274,16.92303,16.86982,3697,301,5,20,9.20763677569426e+18,STAR,-0.0006324874,8178,57428,99
25715,1.237659326015865e+18,208.657848347494,58.1642701139861,21.39335,21.81972,21.26867,21.43251,21.4527,3225,301,4,32,9.231294417633305e+18,QSO,1.360153,8199,57428,149
10893,1.237664817676551e+18,182.014150347784,36.5574607574565,26.35615,23.55185,21.83785,20.66844,19.91965,4504,301,1,156,9.97997882302086e+18,GALAXY,0.6744919,8864,57428,7
37489,1.2376614182107223e+18,206.635489781468,56.0890984258939,23.79842,26.29019,21.88522,20.74223,19.79787,3712,301,5,168,9.235911266958332e+18,GALAXY,0.7835297,8203,57428,561
52431,1.2376593249419272e+18,207.213006565344,57.3949993130617,22.47371,21.34216,19.76122,19.14908,18.67326,3225,301,2,29,9.231354615894923e+18,GALAXY,0.3108914,8199,57428,368
6637,1.2376613537765788e+18,166.271010848671,56.5629704687735,20.64029,20.65802,20.35184,20.41282,20.17276,3697,301,5,21,9.207636500816352e+18,QSO,1.330432,8178,57428,98
82233,1.2376551067620475e+18,162.467067597487,56.7924295677182,22.06426,21.82575,22.03902,21.38199,21.37675,2243,301,1,256,9.207753049048895e+18,QSO,2.205745,8178,57428,522
32317,1.2376650259769587e+18,179.790546982545,35.53559041936,24.36056,24.17501,22.20072,20.87391,19.8911,4552,301,5,72,9.980076679555734e+18,GALAXY,0.6439162,8864,57428,363
6636,1.2376613537762511e+18,164.904162542696,56.2864335655961,21.56223,22.18056,21.44744,21.45063,21.43543,3697,301,5,16,9.207660690072164e+18,QSO,1.322994,8178,57428,186
60563,1.2376613876031818e+18,207.482806725897,55.7704502076121,22.11243,22.09274,21.84163,21.52242,21.37644,3705,301,4,78,9.235864537714151e+18,GALAXY,0.8801197,8203,57428,391
28730,1.2376593260157335e+18,208.217400686054,58.280973079824,20.3296,19.72952,19.76658,20.09644,20.01133,3225,301,4,30,9.231315583232135e+18,STAR,-0.0001687451,8199,57428,226
64275,1.2376622246112136e+18,204.893838606996,37.9972970840367,23.7804,20.9531,20.62721,21.07471,20.85783,3900,301,3,479,9.959761278087223e+18,QSO,3.057378,8846,57428,184
60362,1.23765932440558e+18,208.959506117027,56.6854177941906,21.01528,20.95172,20.87296,20.7369,21.02826,3225,301,1,37,9.235986308626928e+18,QSO,2.0557,8203,57428,834
57740,1.2376576112628209e+18,166.237104831565,55.5672486144061,23.13156,22.08821,21.85796,21.57725,20.8134,2826,301,2,225,9.207611212048916e+18,QSO,2.87745,8178,57428,6
33003,1.2376650259773527e+18,180.859547188671,35.7347055119684,22.93749,22.91131,21.99049,20.76768,19.77282,4552,301,5,78,9.980021703974345e+18,GALAXY,0.8253301,8864,57428,163
51934,1.2376593265520806e+18,206.22006504899,59.0271853396661,21.74109,21.37925,21.05829,21.02663,21.03187,3225,301,5,22,9.231419212203055e+18,STAR,-0.0007447146,8199,57428,603
43310,1.2376593260152753e+18,206.02586257296,58.5296387669402,21.93583,21.64173,21.48196,21.26198,22.09171,3225,301,4,23,9.231384852464687e+18,QSO,1.777946,8199,57428,478
1613,1.2376648176759608e+18,180.39680287188,36.3930782911755,22.53616,23.20178,21.52697,20.30453,19.50783,4504,301,1,147,9.980049741520853e+18,GALAXY,0.6966183,8864,57428,265
373,1.2376648176757642e+18,179.858931221283,36.5295745562237,25.58833,22.70446,21.73393,20.52768,19.88303,4504,301,1,144,9.98008492589294e+18,GALAXY,0.615721,8864,57428,393
38341,1.237661418210788e+18,206.802102002522,56.1257035407548,23.59158,22.91743,21.58328,20.44691,19.37588,3712,301,5,169,9.235912916225776e+18,GALAXY,0.8419516,8203,57428,567
55172,1.237665026513765e+18,179.550671596363,36.0494546831432,23.12795,23.59255,21.54733,20.48759,19.79834,4552,301,6,71,9.980090973206897e+18,GALAXY,0.6445263,8864,57428,415
83173,1.2376621945330732e+18,204.926756234814,40.5796812383848,20.02853,19.91743,19.99665,19.77999,19.98391,3893,301,3,275,9.959936650191854e+18,QSO,1.743798,8846,57428,822
62487,1.2376622246109514e+18,204.167888204995,38.0862517225797,22.64582,21.82778,21.59921,21.64962,21.51795,3900,301,3,475,9.95979398855815e+18,QSO,2.573658,8846,57428,303
78721,1.237659324942123e+18,207.948826826319,57.3538574172634,19.96968,19.12696,18.87816,18.76726,18.72958,3225,301,2,32,9.231332075906554e+18,STAR,-0.0007652913,8199,57428,286
25866,1.2376593260156027e+18,207.391898749192,58.3373240156721,20.25533,20.02507,19.81424,19.8192,20.12407,3225,301,4,28,9.231350217848412e+18,QSO,0.9999731,8199,57428,352
95921,1.2376648176753713e+18,178.794504962938,36.4840214255098,23.48527,23.86552,21.49329,20.46324,19.81022,4504,301,1,138,9.980111314172008e+18,GALAXY,0.6319285,8864,57428,489
60367,1.2376613886773169e+18,209.638523299927,56.2412005523931,21.42759,21.65609,20.73335,20.46379,20.12844,3705,301,6,84,9.236018469342042e+18,GALAXY,0.326387,8203,57428,951
55470,1.2376593265528013e+18,209.061476854082,58.5600102363932,22.04288,21.24611,22.25326,21.53016,20.62988,3225,301,5,33,9.23128562154028e+18,STAR,-0.0009158813,8199,57428,117
79486,1.237662305112097e+18,204.201329594497,39.7098582793369,22.11395,21.7728,21.44338,21.09295,21.16099,3919,301,1,25,9.959899816552323e+18,QSO,1.43305,8846,57428,688
4623,1.237661353776317e+18,165.214662321937,56.4832403618026,22.00481,22.17173,21.60926,21.58557,21.12253,3697,301,5,17,9.207651893979142e+18,STAR,0.0003116119,8178,57428,154
25155,1.2376593260157343e+18,207.886043997503,58.2270022397166,22.38596,22.02844,21.89143,22.02288,21.7125,3225,301,4,30,9.231325753714694e+18,QSO,1.545772,8199,57428,263
58154,1.237661387066049e+18,206.347579753647,55.578555820114,24.62929,23.65946,21.30165,20.15048,19.49973,3705,301,3,74,9.235891475749034e+18,GALAXY,0.6144309,8203,57428,489
23613,1.2376593270893455e+18,208.101106969424,59.0756903276423,21.69628,22.761,22.01596,20.55767,18.30277,3225,301,6,28,9.231449998528633e+18,QSO,0.9452083,8199,57428,715
71730,1.2376593244055803e+18,209.05984202262,56.7420944716294,21.89278,22.04007,21.08499,20.00524,19.31335,3225,301,1,37,9.235987683016464e+18,GALAXY,0.8764044,8203,57428,839
37378,1.237661418210853e+18,207.022149170947,56.0194550093493,25.29868,24.85447,21.39022,20.27532,19.56187,3712,301,5,170,9.23592446109787e+18,GALAXY,0.6287235,8203,57428,609
45566,1.237664295833502e+18,203.651935231414,39.2273708984385,21.27602,21.4808,21.15281,21.29904,21.10271,4382,301,5,87,9.959836594633724e+18,QSO,1.278881,8846,57428,458
80303,1.2376593249422543e+18,208.486288815807,57.2045191884135,20.70509,20.36055,19.9611,19.67957,19.59182,3225,301,2,34,9.23596101985949e+18,QSO,1.518654,8203,57428,742
57449,1.2376623051117038e+18,202.990751106769,39.8034302648698,21.42412,20.62364,19.89986,19.65401,19.36435,3919,301,1,19,9.959850338529071e+18,QSO,0.8251913,8846,57428,508
39936,1.237664295833305e+18,203.118396110985,39.3278529213917,22.71173,21.28271,20.74206,20.63614,20.53833,4382,301,5,84,9.959859134622095e+18,STAR,-0.0001747432,8846,57428,540
8734,1.237659326016e+18,209.078540330473,57.9197703474599,22.23164,21.74755,21.15517,21.18524,21.01984,3225,301,4,34,9.231281223493767e+18,QSO,1.154489,8199,57428,101
14101,1.2376593249425823e+18,209.886710957122,56.8540549719968,25.79593,23.19929,21.65956,20.57022,19.84425,3225,301,2,39,9.236024516655997e+18,STAR,8.692695e-05,8203,57428,973
37055,1.237661418210854e+18,207.011851211237,55.9549774030767,24.62186,23.7497,21.69381,20.54072,19.85669,3712,301,5,170,9.235914565493215e+18,GALAXY,0.773382,8203,57428,573
28999,1.237659326015865e+18,208.671460890038,58.2064090782679,24.16671,22.03371,20.46242,19.45581,19.09414,3225,301,4,32,9.231294967389116e+18,STAR,4.768696e-05,8199,57428,151
56414,1.237655106761917e+18,162.031575154937,56.6721977484682,20.91883,20.94659,20.82529,20.9365,20.91028,2243,301,1,254,9.207756897339596e+18,QSO,1.197162,8178,57428,536
57408,1.2376650265139615e+18,180.054545612781,36.0949691208467,25.38462,25.1391,22.06933,20.88424,19.89818,4552,301,6,74,9.980070082485969e+18,GALAXY,0.7683218,8864,57428,339
6547,1.237661388677317e+18,209.47760518772,56.255236785908,24.26878,23.60616,21.81656,20.56575,19.80143,3705,301,6,84,9.23601407129553e+18,GALAXY,0.6913914,8203,57428,935
27121,1.2376576123363663e+18,165.090506765583,56.2045887987735,25.53552,22.9666,21.98507,20.68647,19.76613,2826,301,4,222,9.207661514705884e+18,STAR,6.023069e-05,8178,57428,189
19801,1.2376593254793226e+18,209.513193681202,57.4307820180073,25.99547,23.90529,22.77628,20.77697,19.86346,3225,301,3,37,9.231264730819353e+18,QSO,1.027866,8199,57428,41
6855,1.2376648176761577e+18,181.062918169561,36.4774644435001,23.96356,22.82663,21.00838,19.95565,19.2792,4504,301,1,150,9.98002665177667e+18,GALAXY,0.6827678,8864,57428,181
31520,1.2376613865298993e+18,208.815377358533,54.4902555152829,26.48695,24.73743,21.4302,20.3272,19.53321,3705,301,2,85,9.235812310911834e+18,GALAXY,0.8051093,8203,57428,201
41757,1.2376642958335675e+18,203.733506136278,39.1338114459244,24.491,23.66385,22.08885,20.85685,19.99372,4382,301,5,88,9.959835220244191e+18,STAR,-3.606551e-05,8846,57428,453
45855,1.237664295833502e+18,203.49988725628,39.159340708093,22.17228,21.10262,20.94474,20.97504,20.89071,4382,301,5,87,9.959835495122098e+18,QSO,2.805411,8846,57428,454
46294,1.2376642958338952e+18,204.816116538127,39.0434770368746,20.2607,19.64305,19.48176,19.13666,19.08721,4382,301,5,93,9.95976979930234e+18,QSO,2.297188,8846,57428,215
40403,1.23766429583383e+18,204.62395118693,39.1596969393928,21.91459,21.07248,20.90278,20.61203,20.22205,4382,301,5,92,9.95979151465699e+18,QSO,2.266307,8846,57428,294
