,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
10058,1.2376591542181563e+18,247.057733730346,34.2324686850296,20.08975,19.85464,19.73503,19.45741,19.39661,3185,301,4,47,1.2283631893807913e+19,GALAXY,0.0,10910,58254,232
19817,1.2376613860073157e+18,246.825465899695,35.2017247047507,25.95888,23.06591,21.65618,20.58846,19.81455,3705,301,1,303,1.228375641349976e+19,GALAXY,0.6935434,10910,58254,685
85226,1.2376613860078392e+18,247.811202232318,34.2731941653278,21.82129,21.58093,21.17584,20.74748,20.57287,3705,301,1,311,1.2283608254307916e+19,QSO,1.614745,10910,58254,146
75982,1.2376613865443825e+18,247.584448050111,35.1159987618352,19.62099,19.60927,19.49513,19.44521,19.50184,3705,301,2,306,1.2283799844209056e+19,QSO,1.14638,10910,58254,843
50802,1.2376623378646308e+18,238.189201791921,34.4222420189815,22.35313,21.85146,21.47466,20.94578,20.87788,3926,301,6,77,1.2091153037533663e+19,GALAXY,0.8798921,10739,58255,414
50479,1.2376623378648932e+18,238.810811167658,33.9208986284293,22.50882,22.195,21.71934,21.43906,21.24389,3926,301,6,81,1.2091128298522e+19,QSO,1.01151,10739,58255,324
89301,1.237662302448714e+18,248.900219624365,30.3318197168402,24.63467,20.84192,20.51948,20.54096,22.8269,3918,301,4,345,1.229370232082349e+19,QSO,1.315681,10919,58255,4
47061,1.2376625005468718e+18,247.741875970172,31.4661983940403,21.37264,21.38488,21.03688,21.06404,21.51039,3964,301,5,235,1.2293923872416487e+19,QSO,1.052492,10919,58255,810
89849,1.237665584325068e+18,248.039233976419,56.3137826888384,23.28475,22.88273,22.00833,20.85911,19.52639,4682,301,5,108,9.079489808863354e+18,GALAXY,0.821916,8064,58255,847
58150,1.2376624742289907e+18,239.201463315394,34.9302118983079,23.70901,24.64406,22.13899,20.64011,19.91503,3958,301,4,64,1.2091101085609253e+19,GALAXY,0.7432241,10739,58255,225
45302,1.2376623378649587e+18,239.019816624905,33.9002919480484,22.37745,22.50395,21.96185,21.88686,21.57475,3926,301,6,82,1.2091105483655764e+19,GALAXY,0.9146954,10739,58255,241
68821,1.2376655827148485e+18,247.173861539856,54.785945883026,22.34531,20.94057,20.71084,21.00069,20.6802,4682,301,2,114,9.079335052601744e+18,QSO,2.883767,8064,58255,284
38905,1.2376623024479276e+18,247.303685396275,31.5268012645163,21.04469,20.76121,20.72099,20.36236,20.4655,3918,301,4,333,1.2293901882183932e+19,QSO,1.526247,10919,58255,730
18701,1.2376623019107948e+18,246.448977089873,31.7987160797044,23.01356,21.46625,20.82561,20.47223,20.58061,3918,301,3,329,1.22938650485444e+19,STAR,-0.0004035415,10919,58255,596
50230,1.237662474765927e+18,239.751755699149,35.2596478055095,21.79736,21.34865,21.26638,22.28986,20.9943,3958,301,5,65,1.2091071123917396e+19,QSO,0.8443289,10739,58255,116
17475,1.2376623019109916e+18,246.884351659649,31.5111083116494,22.93402,21.19922,20.66431,20.49981,20.39989,3918,301,3,332,1.22938886880444e+19,STAR,-0.0007043073,10919,58255,682
43796,1.2376625000106565e+18,248.802628922642,30.1471550476045,22.71549,21.67795,21.80179,21.40797,21.92544,3964,301,4,245,1.2293713865695582e+19,GALAXY,0.05644614,10919,58255,46
45285,1.2376625000101975e+18,247.950565545316,30.8564007379802,21.19833,20.90583,20.94342,20.54446,21.17142,3964,301,4,238,1.229374465202116e+19,QSO,1.575355,10919,58255,158
53190,1.237662337864434e+18,237.7628315581,34.5590158768271,21.66849,21.77496,21.23855,21.22631,21.18517,3926,301,6,74,1.2091162933138315e+19,QSO,1.160723,10739,58255,450
31128,1.2376685043660892e+18,247.472542374602,56.2589103981047,26.23189,23.29081,21.63769,20.37272,19.71391,5362,301,4,110,9.079481012770332e+18,GALAXY,0.7211589,8064,58255,815
18351,1.2376623019117125e+18,248.264171558531,30.2084487495799,21.25388,20.66078,20.46378,20.13592,19.93063,3918,301,3,343,1.2293736955439763e+19,QSO,0.6783029,10919,58255,130
44953,1.237662301911057e+18,247.013940952056,31.3008928399612,20.98462,21.14642,20.728,20.65388,20.53362,3918,301,3,333,1.2293889787556e+19,QSO,1.288875,10919,58255,686
63956,1.237662337864631e+18,238.292135670174,34.3283892335502,23.19076,21.97417,21.78442,21.6577,21.6799,3926,301,6,77,1.2091150563632505e+19,GALAXY,1.660668,10739,58255,405
69926,1.2376624742294492e+18,240.208616581569,34.2959933598795,26.3916,24.02356,21.84075,20.64138,19.93755,3958,301,4,71,1.209105270709763e+19,GALAXY,0.7396495,10739,58255,49
30110,1.2376685043662203e+18,247.741739236432,56.002431029382,25.09075,23.1377,21.71148,20.35914,19.51959,5362,301,4,112,9.079322133340116e+18,GALAXY,0.7723663,8064,58255,237
76670,1.2376624742289252e+18,239.15273019051,35.032736676522,24.0776,23.7365,21.49277,20.37187,19.65979,3958,301,4,63,1.2091114279748786e+19,GALAXY,0.783735,10739,58255,273
39654,1.2376625010838088e+18,248.30694753956,31.6797173454033,24.0075,24.20364,21.99101,20.45928,19.66883,3964,301,6,236,1.229395328435253e+19,GALAXY,0.8361786,10919,58255,917
59348,1.2376623378644997e+18,237.79142073277,34.4753971157137,22.90308,22.01612,20.97786,21.53244,20.50702,3926,301,6,75,1.20911623833825e+19,QSO,1.804357,10739,58255,448
25473,1.2376625037572188e+18,239.77353150123,34.2496783958504,21.60165,25.52063,22.61628,20.66835,19.71653,3965,301,3,69,1.2091073048062745e+19,GALAXY,0.9185896,10739,58255,123
40524,1.2376625037565632e+18,238.441046140435,35.3034027080301,22.22884,22.77164,22.10749,20.91273,19.9634,3965,301,3,59,1.2091147814853431e+19,QSO,0.02177909,10739,58255,395
90257,1.2376623013743823e+18,246.984976754278,30.6554718826536,23.82676,22.4445,21.62164,20.91369,20.87631,3918,301,2,336,1.2293795779311852e+19,QSO,3.394346,10919,58255,344
47596,1.2376623019111224e+18,247.040270614952,31.1371357048673,22.18706,21.92893,22.06072,21.70502,21.04701,3918,301,3,334,1.2293892811213e+19,STAR,0.001492399,10919,58255,697
31025,1.2376685043658918e+18,247.184804915901,56.6448090035129,23.06804,20.65316,19.18783,18.61991,18.3259,5362,301,4,107,9.07945764814824e+18,GALAXY,0.2869052,8064,58255,730
16317,1.237662301911516e+18,247.856402336933,30.514705504367,23.73221,21.65138,21.37581,21.60494,21.22754,3918,301,3,340,1.2293752348602554e+19,QSO,2.915895,10919,58255,186
13610,1.2376623019116467e+18,248.060294521636,30.3462733087101,21.24795,21.42767,21.29252,21.28945,20.95011,3918,301,3,342,1.2293738054951391e+19,QSO,1.981502,10919,58255,134
45865,1.23766230191145e+18,247.627016614824,30.6512611739047,22.16193,21.97564,21.67379,21.716,20.95928,3918,301,3,339,1.2293763893474646e+19,QSO,0.9207289,10919,58255,228
17173,1.2376623019118436e+18,248.477726320865,30.1210469651092,25.83681,22.61402,21.38571,20.88794,20.65585,3918,301,3,345,1.229372568544558e+19,STAR,0.0001190307,10919,58255,89
46922,1.2376624747690063e+18,246.105202438794,30.6957455488171,22.39874,22.76048,21.59477,21.06587,19.66312,3958,301,5,112,1.229383096368394e+19,GALAXY,0.166192,10919,58255,472
66488,1.237668504365564e+18,246.469938626421,57.2361502403649,19.69679,17.56036,16.44408,15.99511,15.63488,5362,301,4,102,9.079427961334292e+18,GALAXY,0.1328681,8064,58255,622
47347,1.237662337864631e+18,238.205828408467,34.3063301475706,22.36078,20.95308,20.28046,20.00342,20.12005,3926,301,6,77,1.2091151388266224e+19,STAR,-0.0001778153,10739,58255,408
28505,1.237668504365696e+18,246.610381956085,56.934641124765,24.83055,23.08394,20.97386,19.96004,19.25085,5362,301,4,104,9.079442529863358e+18,GALAXY,0.5857385,8064,58255,675
91900,1.2376655843253957e+18,248.756883508818,55.5457519253399,23.74935,22.26311,21.51138,20.35328,19.5309,4682,301,5,113,9.079273754828496e+18,GALAXY,0.8423151,8064,58255,61
47172,1.2376625000105252e+18,248.463535392537,30.3241028614685,23.27838,20.60884,19.77592,19.35548,19.34654,3964,301,4,243,1.2293728159346743e+19,STAR,-2.301511e-05,10919,58255,98
52049,1.2376625037568911e+18,239.063291106343,34.8323146454778,24.10439,23.40214,21.49348,20.40607,19.57132,3965,301,3,64,1.2091110981213905e+19,GALAXY,0.7470061,10739,58255,261
16977,1.2376623019117125e+18,248.298349332748,30.2491240284561,21.93061,21.79868,21.84346,21.97664,21.32722,3918,301,3,343,1.22937265100793e+19,QSO,1.03958,10919,58255,92
50483,1.2376623019107953e+18,246.57290967117,31.7386480151426,22.85353,21.59635,21.41464,21.2993,21.48324,3918,301,3,329,1.2293862849521144e+19,STAR,-0.0005748869,10919,58255,588
17974,1.237662301911057e+18,246.980829389483,31.3158594938286,22.2002,21.96841,21.9652,21.67002,22.11933,3918,301,3,333,1.2293891711701377e+19,QSO,1.885865,10919,58255,693
68786,1.2376655827143887e+18,246.100925751157,55.7073484372906,22.13381,21.41597,21.3918,21.13135,21.86263,4682,301,2,107,9.079375734531972e+18,QSO,1.576706,8064,58255,432
99432,1.2376623013710405e+18,240.389131103964,35.914275329446,22.03258,21.84421,22.00962,21.74621,21.89526,3918,301,2,285,1.2091303945504575e+19,QSO,1.756791,10739,58255,963
16707,1.2376623019109263e+18,246.758775248008,31.5810041253441,23.98707,23.45961,21.94953,20.57769,19.77514,3918,301,3,331,1.2293874944149051e+19,STAR,0.0001441952,10919,58255,632
30654,1.2376685043661548e+18,247.64545477835,56.0903958567287,23.86537,23.06549,21.30002,20.14216,19.46167,5362,301,4,111,9.079482112281958e+18,GALAXY,0.5720111,8064,58255,819
92247,1.2376623008335795e+18,238.63780698329,36.3313895291127,24.78131,24.24829,21.65284,20.25955,19.5136,3918,301,1,276,1.2091217633841795e+19,GALAXY,0.7626517,10739,58255,649
60322,1.237659324421309e+18,250.532363261997,34.1763175537134,21.49155,21.5429,21.10612,20.83119,21.3895,3225,301,1,277,1.2284733879370404e+19,QSO,1.271771,10911,58256,145
71478,1.237659324420523e+18,249.269682509283,35.5755869250321,22.70114,20.96176,20.43728,20.18474,20.21147,3225,301,1,265,1.228486747003318e+19,STAR,2.461868e-05,10911,58256,631
22189,1.237659326031725e+18,251.506616274102,35.3048905786368,21.37248,21.12929,21.03094,20.76457,20.90545,3225,301,4,274,1.2284964227056425e+19,QSO,1.604981,10911,58256,983
51233,1.2376593260318556e+18,251.699756105562,35.0933668875755,18.45511,17.46465,17.09226,16.96052,16.95663,3225,301,4,276,1.2284965051690144e+19,STAR,-0.0003825991,10911,58256,986
69103,1.2376593244207844e+18,249.542058628723,35.1392179258302,21.15054,19.61527,19.06527,18.90145,18.94093,3225,301,1,269,1.2284882038562249e+19,STAR,-2.426162e-05,10911,58256,684
81135,1.237661387081844e+18,249.077396151737,34.2884364198708,23.47622,23.62842,21.79555,20.54155,19.69921,3705,301,3,315,1.2284812494451792e+19,GALAXY,0.7922149,10911,58256,431
59689,1.2376593244207188e+18,249.600070550156,35.2298800222459,23.70933,23.42382,19.56286,20.18065,21.93379,3225,301,1,268,1.2284881488806437e+19,QSO,1.539055,10911,58256,682
46547,1.237662500546544e+18,247.187250449554,32.0819953358944,21.54866,21.73305,21.85118,21.41165,21.78515,3964,301,5,230,1.228697138553293e+19,QSO,0.7655352,10913,58256,93
21235,1.2376593260315284e+18,251.058518686327,35.6807260916296,21.55686,21.52036,21.22465,21.04701,21.19313,3225,301,4,271,1.2284955705841308e+19,QSO,1.490769,10911,58256,952
94138,1.2376623035210803e+18,246.974161866776,33.1523252429912,21.96427,20.25309,19.0962,18.56822,18.19525,3918,301,6,324,1.2287190463224764e+19,GALAXY,0.2813719,10913,58256,890
21236,1.2376593260319867e+18,251.838057046758,34.8000535128056,21.80354,20.15337,19.4884,19.22954,19.06357,3225,301,4,278,1.2284966975835494e+19,STAR,-2.648987e-05,10911,58256,993
69906,1.2376593303177797e+18,251.380095602892,34.9455699498512,21.42276,20.86354,20.65584,20.64084,20.18551,3226,301,4,138,1.2284960653643637e+19,QSO,2.574531,10911,58256,970
56229,1.2376593249580488e+18,250.655800238746,34.6456151363279,21.9615,21.54935,21.76118,21.52122,20.8865,3225,301,2,275,1.2284738002539e+19,QSO,2.234958,10911,58256,160
22518,1.2376625005458888e+18,245.986520102573,33.1169559407654,22.10902,21.8912,22.06518,21.52327,21.26576,3964,301,5,220,1.2287147032515467e+19,QSO,1.661884,10913,58256,732
67492,1.2376593249581143e+18,250.74619749528,34.4264716203893,21.87238,21.81815,21.26298,21.04015,20.82179,3225,301,2,276,1.228472535815529e+19,QSO,1.291274,10911,58256,114
67984,1.2376593249581143e+18,250.73073503603,34.5486230294254,21.07696,20.86969,20.82227,20.65019,20.83882,3225,301,2,276,1.2284727007422732e+19,QSO,1.928201,10911,58256,120
73970,1.2376613865451686e+18,248.962511427425,33.6992637526753,20.14983,20.08097,20.20403,19.72902,19.83998,3705,301,2,318,1.2284816892498305e+19,QSO,1.769523,10911,58256,447
31303,1.2376625010828915e+18,246.469000222435,33.1263944100446,26.09534,26.11122,22.10713,20.72976,19.91031,3964,301,6,222,1.2287178643474764e+19,GALAXY,0.7616866,10913,58256,847
51972,1.2376593260313316e+18,250.635640620224,36.022336277956,19.95181,19.5349,19.33933,19.26045,19.2511,3225,301,4,268,1.2284930691951776e+19,QSO,1.399054,10911,58256,861
81855,1.2376591633526295e+18,249.888738538289,34.4657124973091,24.43489,22.99704,21.01638,19.98717,19.17008,3187,301,5,164,1.2284769613498309e+19,GALAXY,0.5765896,10911,58256,275
34829,1.23766250108335e+18,247.412529829382,32.330011444092,26.25995,23.60544,21.84426,20.68201,19.96572,3964,301,6,229,1.2286962039684092e+19,GALAXY,0.6503254,10913,58256,59
98696,1.237659163352171e+18,249.128258962063,35.1887823840021,21.32482,19.78041,19.12246,18.86078,18.77476,3187,301,5,157,1.228485949857388e+19,STAR,-0.0002302317,10911,58256,602
87996,1.2376623024474033e+18,246.263860055797,32.3910219433516,21.36402,20.84983,20.77611,20.80731,20.42069,3918,301,4,325,1.228700739453874e+19,GALAXY,0.1599509,10913,58256,224
75605,1.2376593244211786e+18,250.144796283906,34.3741764180308,23.01232,23.10968,21.2877,20.1802,19.48267,3225,301,1,275,1.2284758068626217e+19,GALAXY,0.6257666,10911,58256,233
14427,1.2376591542183537e+18,247.427141263396,33.9001562891045,22.78907,22.01638,21.81415,21.86738,22.21595,3185,301,4,50,1.228720530663174e+19,STAR,-0.0002959214,10913,58256,944
21775,1.23765932603179e+18,251.605376009994,35.1670208342402,17.68186,16.69341,16.38222,16.27036,16.24754,3225,301,4,275,1.2284963952178518e+19,STAR,-3.085041e-05,10911,58256,982
90852,1.237662301373662e+18,245.711092512169,31.8774595910254,22.32998,22.43279,21.84323,21.77247,21.40696,3918,301,2,325,1.2287036531596876e+19,GALAXY,0.7297507,10913,58256,330
3707,1.2376613886923246e+18,249.870942717544,35.3152426295641,26.81379,23.57245,22.04745,20.86342,19.60014,3705,301,6,313,1.2284902654405267e+19,GALAXY,0.9077331,10911,58256,759
65816,1.2376593249575247e+18,249.89434366044,35.5708071274812,22.54794,21.60722,21.14571,20.92212,20.87922,3225,301,2,267,1.2284901829771549e+19,STAR,-0.0009983839,10911,58256,756
46538,1.2376591628160225e+18,250.04975613204,33.6451228429861,22.64567,22.17664,21.77923,22.06955,21.8635,3187,301,4,168,1.2284762741550635e+19,QSO,0.9873295,10911,58256,250
95119,1.2376591633530227e+18,250.639272211431,33.7590237510408,21.81964,21.57548,21.62679,21.39374,21.63774,3187,301,5,170,1.228472728230064e+19,QSO,1.688863,10911,58256,121
22754,1.237659326031594e+18,251.159031881504,35.5964457430933,22.01714,21.97856,21.77585,21.4558,21.62285,3225,301,4,272,1.2284956255597124e+19,QSO,1.526424,10911,58256,954
6584,1.2376591542195328e+18,249.626569526307,31.8965654474976,21.5974,21.3943,20.84973,21.24675,20.3194,3185,301,4,68,1.2288120924956547e+19,GALAXY,0.3424036,10914,58257,179
77201,1.2376613865460206e+18,250.49717100314,32.2532010189543,19.72839,19.46901,19.2275,19.30942,19.27875,3705,301,2,331,1.2288072546444925e+19,QSO,0.9724856,10914,58257,3
69951,1.2376593244218988e+18,251.419657307514,33.0129188238473,21.689,21.50594,21.32938,21.31203,21.33081,3225,301,1,286,1.2289378491380816e+19,QSO,1.494967,10915,58257,658
25096,1.237659325496034e+18,252.945865578331,32.9371282727953,25.4294,23.05978,21.49527,19.91344,19.03618,3225,301,3,292,1.2289454357683132e+19,STAR,-7.322503e-05,10915,58257,934
65802,1.2376613860081672e+18,248.366112317716,33.5687292936452,21.81105,21.70057,21.49466,21.27122,21.76354,3705,301,1,316,1.228824489489258e+19,QSO,1.533468,10914,58257,630
32312,1.237661850946962e+18,227.485239612806,36.3913139532436,22.32592,22.1998,21.40321,21.68926,21.29777,3813,301,3,447,1.2099078592258136e+19,QSO,1.342881,10746,58257,575
36109,1.2376593260324467e+18,252.64170848428,34.0747411631511,25.19221,22.66051,21.84085,20.7597,19.89704,3225,301,4,285,1.2289435940863367e+19,QSO,0.696088,10915,58257,867
77740,1.2376613876198943e+18,251.588080485619,32.5938162543629,23.92143,23.56158,21.88154,20.75193,19.9614,3705,301,4,333,1.228928365850292e+19,STAR,-0.0003114266,10915,58257,313
27438,1.2376613865460216e+18,250.568402619421,32.1641400733923,22.65346,22.14182,21.26193,20.63484,20.45122,3705,301,2,331,1.2289332037014542e+19,GALAXY,0.9542617,10915,58257,489
4938,1.237659154219271e+18,249.173024352602,32.377077197244,21.31334,20.7095,20.39268,20.36798,20.38586,3185,301,4,64,1.228813604324143e+19,STAR,0.0002368063,10914,58257,234
45960,1.2376591628164147e+18,250.659351737202,32.9106836137536,25.51278,22.20845,21.92651,21.90976,21.58644,3187,301,4,174,1.2288345225328611e+19,GALAXY,0.9962996,10914,58257,995
74743,1.237651714261583e+18,248.505624630805,46.246148790301,26.41345,23.89013,21.96828,20.38234,19.52997,1453,301,2,55,9.616425866960853e+18,QSO,0.5147807,8541,58257,417
5332,1.2376591542189427e+18,248.443448854701,32.8757046032429,21.81256,21.33006,21.22676,20.98267,20.61504,3185,301,4,59,1.2288252591474e+19,QSO,2.39129,10914,58257,658
31011,1.237661386546086e+18,250.729995763149,32.1086265295914,18.06817,17.1496,16.8585,16.73366,16.7171,3705,301,2,332,1.2289325439944776e+19,STAR,-0.0002308006,10915,58257,465
95407,1.2376591633530227e+18,250.616764629085,33.6812056955301,19.06725,18.13272,17.82923,17.69217,17.66168,3187,301,5,170,1.228934935432268e+19,STAR,-0.0004017396,10915,58257,552
66747,1.2376593249587697e+18,251.869534163957,33.2548040230404,21.72701,21.69198,21.66956,21.36157,21.06182,3225,301,2,286,1.2289398282590116e+19,QSO,1.777721,10915,58257,730
26570,1.237661386546152e+18,250.786298826864,32.0578132814562,21.26925,21.01264,20.87778,20.59825,20.53244,3705,301,2,333,1.2289323790677334e+19,QSO,1.913044,10915,58257,459
47133,1.237659326032315e+18,252.371451725362,34.2178531387852,21.13061,21.09052,21.13567,21.13425,20.72686,3225,301,4,283,1.2289423571357557e+19,QSO,2.059928,10915,58257,822
56522,1.2376613870826957e+18,250.498743823227,32.7993180434045,24.8802,23.15574,21.86199,20.74332,19.8832,3705,301,3,328,1.2288082442049577e+19,GALAXY,0.6570839,10914,58257,39
4785,1.2376591542188774e+18,248.429176980518,33.0595724724663,21.83316,21.02861,20.11611,19.54847,19.23162,3185,301,4,58,1.228825121708444e+19,GALAXY,0.5973316,10914,58257,653
14085,1.237659154219205e+18,249.030309439738,32.4208033603714,21.86967,21.50635,21.04852,20.95374,20.55828,3185,301,4,63,1.2288145389090263e+19,QSO,0.7239231,10914,58257,268
77760,1.2376613865454308e+18,249.468402867437,33.2621492999162,21.76062,19.82831,19.16389,18.92882,18.84276,3705,301,2,322,1.228830316900885e+19,STAR,-0.0001541524,10914,58257,842
86777,1.2376613860090184e+18,250.029463618056,32.2194237629291,20.85379,20.55931,20.47136,20.10671,19.82387,3705,301,1,329,1.2288089588875155e+19,QSO,0.4161145,10914,58257,65
25717,1.2376593254953787e+18,251.887066528413,34.0241342215365,21.71513,21.86061,21.37914,21.61485,21.02406,3225,301,3,282,1.2289391685520347e+19,QSO,0.971627,10915,58257,706
